Video ID,Published Date,Title,View Count,Like Count,Comment Count,Channel Title,Subscriber Count
6VZiq9fwiHA,2024-11-19T11:23:01Z,THE METRO RP | WE MADE THE VICE LORDS BLOCK OUR BLOCK |,0,0,0,SorryForSimpin,1220
