,Video ID,Published Date,Title,View Count,Like Count,Comment Count,Channel Title,Subscriber Count
181,FC9Rv1NWPEU,2024-03-30T07:21:22Z,I Made A Secret Splinterlands Office Dungeon,25,1,0,Goldmatters,782
182,mjWeyA8fAHk,2024-03-25T04:54:28Z,RankBattles w/ Rentals | Chaos Legion | Splinterlands | (2 of 2 cont.),27,4,5,Boltz85,26
183,JsTAXRGhDEk,2024-03-17T09:13:22Z,Play to Earn Web3 Gaming Projects  Splinterlands Illuvium Star Atlas,225,2,0,Web3 Wave Hub,1420
184,2oap1FJ7LcY,2024-04-03T06:41:21Z,2024-04-02 Мир Феодалов Splinterlands,41,3,0,thallid Golos,153
185,vE52_XzY6hI,2024-04-09T01:49:52Z,Glint a nova recompensa em Splinterlands,39,4,0,Canal Weslen Mariano,439
186,ZvMedNRwbDQ,2024-03-27T20:32:37Z,Daily Overdose of memes in Splinterlands! #play2earn,7,0,0,master watch,5
187,DBCB_F5c0Pw,2024-04-11T11:24:41Z,Neues Belohnungssystem in Splinterlands April 2024,40,9,0,Hatoto,425
188,yCzoeAnmzjQ,2024-03-30T04:32:23Z,Splinterlands 15 NFT pack opening! 03-29-24,46,11,4,Boltz85,26
189,iBdVUVMgpG0,2024-03-16T20:31:18Z,Battle Mage Secrets Weekly Challenge! Even Stevens Ruleset | Splinterlands,14,1,0,RTonline,360
190,cxc3X-Ww7TA,2024-04-03T08:00:16Z,MAJ  sur splinterlands aujourd'hui 2 avril avec récompenses de saison!,3,0,0,H1r0 Mrtlm,11
191,MFGXDzwI_-s,2024-03-25T22:41:25Z,#splinterlands #เล่นเกมหาเงิน #playtoearn #cryptodude,23,3,0,Crypto Dude Channel,3430
192,1wLRiBOyXD0,2024-03-18T12:54:22Z,Splinterlands - Rebellion Release!,3,0,0,CabalC Gaming,5
193,chfpyN_2nho,2024-04-08T13:30:06Z,Splinterlands Land 1.5: UPDATE to my PLOTS in PRAETORIA! RENT or STAKE? GRAIN DEFICIENCY! #NFT #GAME,38,7,1,Single Player Gamer,1230
194,g5Ed3tRLhWQ,2024-04-11T03:07:51Z,Opening another Gladius case from splinterlands 4.11,16,2,0,Prisslo's games,59
195,H6u3dfeQsbo,2024-03-23T13:37:20Z,Splinterlands 101 - Ep 115: The Glint In His Eyes (The New Reward System),75,13,5,Bobaphet,170
196,UuaTuZLydFc,2024-04-11T17:00:28Z,Once again a very CLUTCH game! #play2earn #splinterlands,3,0,0,master watch,5
197,F5540x3zQfc,2024-04-06T01:16:21Z,"SPECIAL OPPS GUILD Weekly Drawing Video for April 5th, 2024. SPLINTERLANDS.",7,0,0,App Bap,6
198,Mm1xmuLL_jE,2024-03-18T21:00:11Z,Welcome to The Splinterlands (Borderlands 3),5,0,0,ExtraToasty,16
199,4A_kzOu8JT0,2024-03-30T20:54:39Z,Battle Mage Secrets Weekly Challenge! Fab Four Ruleset | Splinterlands,10,1,0,RTonline,360
200,NnPlmT8alQE,2024-03-23T20:01:59Z,Battle Mage Secrets Weekly Challenge! Explosive Weaponry Ruleset | Splinterlands,9,1,0,RTonline,360
201,PG9Xmg2n9_o,2024-04-05T02:17:25Z,"Opening another Gladius case from splinterlands 4,5",19,4,0,Prisslo's games,59
202,D0t_VIp-E1k,2024-03-16T16:02:08Z,"KGM JAM Splinterlands  Daily DCA, Land claims and pac openings 03-16-24 #splinterlands #nft #crypto",50,10,4,KGM JAM,614
203,XkF2L9JCH4w,2024-03-24T17:40:02Z,Rental Strategy | Chaos Legion | Splinterlands | (1 of 2),32,6,0,Boltz85,26
204,r7swFU5OswA,2024-04-04T02:37:17Z,"The last end of season reward chest from splinterlands, 31 silver chest 3.4",24,4,0,Prisslo's games,59
205,4qRwdZFbcNc,2024-03-23T01:41:10Z,"SPECIAL OPPS GUILD Weekly Drawing Video for March 22nd, 2024. SPLINTERLANDS",8,0,0,App Bap,6
206,LdudWA08u30,2024-03-31T13:07:00Z,splinter fit Strategies for splinterlands Weigh in 125.7KG guilds upcoming changes to SPS DEC,2264,8,1,How to make a dollar ,3800
207,EdBCR8DwVSU,2024-03-18T01:00:10Z,Borderlands 3 | Re-Exploring Pandora For 100% / The Splinterlands (Episode 14),2,0,0,725 Journal,1160
208,jmhQ6QmZTl4,2024-03-29T02:08:20Z,Opening another Gladius case from splinterlands 3.29,7,3,0,Prisslo's games,59
209,G3ALJB8ypaQ,2024-03-29T14:57:12Z,Dica: jogar Splinterlands com o navegador Kiwi,4,0,0,Éverton Ehvinho,1
210,BCqgUC0Ehss,2024-04-08T16:36:10Z,Splinterlands Around The World,141,4,0,Goldmatters,782
211,yH-x7bS_idU,2024-03-22T03:25:32Z,#CapCut #motivation #motivational #motivationalvideo #Motivation #splinterlands #Matrix,2,0,0,How to make a dollar ,3800
212,Edi1mJK96N8,2024-03-19T02:24:54Z,Opening another Gladius case from splinterlands 3.19,13,2,0,Prisslo's games,59
