,Video ID,Published Date,Title,View Count,Like Count,Comment Count,Channel Title,Subscriber Count
0,jeZroAwMdbw,2024-06-02T08:24:30Z,Dele ba majnuu mobile 1kin ke #bhojpuri #song #newsong #love,31,2,0,Simpi varma,1
1,JjHu6Am_e5w,2024-06-03T20:38:28Z,viral video rahul jod 1kin free fire      #headshot #esports#viralvideo,43,8,0,RAHUL_JOD_1K,24
