,Video ID,Published Date,Title,View Count,Like Count,Comment Count,Channel Title,Subscriber Count
0,aB3AOudP604,2024-02-28T07:39:48Z,Aurory Project Seekers of Tokane.  A Triumph in Tokane,21,1,0,Supreme Victory Studios,35
1,BP2JyIklizo,2024-03-03T16:50:15Z,Aurory Seekers Of Tokane Best Play To Earn RPG Game / NFT Game,78,9,18,Tugay Kocyigit,3100
2,gGo2e0Cle48,2024-03-04T15:34:58Z,Un Poco de AURORY mientras espero que Sean las 4 AM UTC...,65,3,0,Harold875,2220
3,IW5_Drcmnzw,2024-03-01T07:14:02Z,Nuevos Pokemones en AURORY y ¿Noche de Juegos? | NFT GAMES,103,6,1,Harold875,2220
4,4BS1BtL_p-A,2024-02-28T11:28:44Z,ME COMPRE un DRACUVER Veamos Sus Habilidades In GAME! | Aurory,95,11,4,Harold875,2220
