Video ID,Published Date,Title,View Count,Like Count,Comment Count,Channel Title,Subscriber Count
0UNDiq1PDeY,2024-12-30T15:00:01Z,VETT & CELINETT! A SNIPER É MUITO BRABA no SHATTERLINE!,8164,488,31,Vett,0
_rtF_LvkLCo,2025-01-04T16:00:29Z,Dev shares the future of Shatterline and how it can defeat CoD,255,5,2,Daniel Kapadia,0
7hfazrX9TvM,2024-12-31T13:44:49Z,Former Valorant pro Babybay FRYING in new FPS Shatterline,1029,8,4,The Gamer Update,0
-HIuBdOl6MM,2024-12-31T12:00:00Z,Shatterline FIRST LOOK Review - Is it Any Good?,64,10,18,Jimmy Dali,0
24xe9JcZbTo,2025-01-03T22:30:05Z,"GAME FPS BANYAK MODE (FPS, EXPLORE, STORY) 30 MENIT GAMEPLAY SHATTERLINE",393,4,3,HAPPYLIO,0
ZQEq7elkYOY,2024-12-30T14:06:45Z,Shatterline é INCRÍVEL! (Tô viciado!),18723,1224,91,GQ Games,0
mCgFp5Pw1Ok,2024-12-30T03:49:47Z,"DIGITMERC Let's PLAY THE CAMPAIGN #1 ""GETTING STARTED"" | SHATTERLINE PC GAMEPLAY",10,3,1,DiGiTMerc,0
2kAJ3Wp2e3w,2025-01-05T07:31:17Z,"🔴LIVE / 1° Live do Ano , Feliz 2025 / Shatterline , Testando a média de  Público no Youtube .",99,16,0,Duarte Games,0
y2UeO9LgZYA,2025-01-02T23:41:54Z,"RAM, um dos personagens mais divertidos do SHATTERLINE",551,19,0,hiagguin,0
L3gr-H4mjt4,2025-01-02T00:11:01Z,NEED A NEW GAME FOR 2025 - SHATTERLINE #ad #shatterlinegame,373,63,8,csprouse,0
0NfUCFlCsxI,2024-12-30T14:00:01Z,When you get overzealous in PVE in Shatterline,483,4,0,Wiesty 78,0
Y5-X6KihKMU,2024-12-31T13:55:59Z,Helped my team push the point in #shatterline 💪💪 #fps #gaming #shorts,401,3,0,JarJar,0
d-P6jhC2BEM,2024-12-29T23:24:25Z,Top 5 Funniest Shatterline Moments 🤯,220,4,0,Jave,0
iiB6G4au8j8,2024-12-31T13:57:13Z,HOLDIN' DOWN THE FORT. 💪🔨 #shatterline #fps #gaming #shorts,411,3,0,JarJar,0
aCGP8uBxAWE,2024-12-31T02:11:46Z,Play Shatterline With Me! #shatterline #fps  #streamer #girlgamer,40,2,2,sarahxxniicole,0
tHME7I2p2SQ,2024-12-31T23:11:34Z,Ultimates doing ultimate things    Shatterline,444,6,0,GaspodeWD,0
sCW95COzwZM,2024-12-31T09:15:17Z,4 kills pistol | #anguz_bruh on #Twitch #shatterline,4,1,0,Angus bruh,0
xZx-Tr1eaKs,2025-01-05T01:09:30Z,Shatterline - Vale o seu Tempo?,429,64,12,Gustavo Nenesk,0
q79voxkb9u4,2024-12-30T22:05:30Z,"PÖRGŐS SHATTERLINE, PRÓBÁLTAD MÁR?",654,11,2,bLYYYPLAYS,0
uYUTtYX036Q,2024-12-30T07:40:07Z,Shatterline Gameplay Showcase,17,1,0,Psynetik,0
S5yVz3Lhv4A,2024-12-31T11:18:24Z,有史以來最強敵人！快來 Epic Games 下載 Shatterline！ #shatterline  #shatterlinegame  #sponsored,848,26,1,Yoro sensei,0
GeGR7C4UQfk,2025-01-04T23:25:31Z,Marotando os inimigos no shatterline,551,21,0,hiagguin,0
FPZJK0YnFwE,2025-01-01T19:00:51Z,NOVIDADE: SHATTERLINE NFT ESTÁ PAGANDO EM DÓLAR - ENTRE AGORA! 💵 play to earn #shatterline,1313,125,34,RendaNFT,0
gNaZELORmwE,2025-01-02T06:30:16Z,🔥 ENDING THE GAME💀🎮 #shatterline #gamingmoments #fpsaction #twitch #shatterline #shorts 🚀,401,3,0,s0mbraq,0
F4jd4sZ36Q4,2024-12-31T23:31:16Z,Tô mais liso que sabão nesse game! #valorant #shatterline #shatterlinegame,540,13,0,Guigzvlr,0
xVfNgJqKWeg,2025-01-02T21:29:23Z,NUEVO SHOOTER F2P MUY EPICO !! SHATTERLINE,676,63,8,BersGamer ❤,0
tfwbAxmXeg0,2024-12-30T04:40:34Z,Shatterline boss fight,1,0,0,Charliecs28,0
1bmweLoSr5E,2025-01-02T08:12:32Z,Shatterline  #shorts #gta #gtaonline #gta5 #gaming,98,1,0,Gaming Galaxy Guides,0
b4RUO30J6Z8,2024-12-30T01:13:01Z,Parallel TCG and Shatterline FPS Give-away - Winners Chosen!,62,12,8,The Bloody Point,0
yG71cwYBPHA,2024-12-30T04:52:20Z,Shatterline queen boss,5,0,0,Charliecs28,0
EEnJBNDMbhY,2024-12-29T17:39:25Z,Shatterline Campaign No Commentary #gaming #Shatterline #shatterlinegame #gra,3,0,0,kosab2,0
802XTgN-eSU,2024-12-31T23:12:19Z,"Bullets, grenades and vans - they all get the job done in Shatterline (ignore the tongue...",408,1,0,GaspodeWD,0
xzICtwNtpVo,2025-01-03T13:18:04Z,WEB3 Gaming: BEST FPS SHOOTER - SHATTERLINE,1,0,0,Jared Dillinger,0
k3v8EaGsRro,2024-12-30T04:00:33Z,衝進來屠屠屠！快來 Epic Games 下載 Shatterline！ #Shatterline #shatterlinegame #sponsored,503,17,3,9QOQ,0
CkLb0iBSfm0,2024-12-30T04:02:11Z,Shatterline campaign part 1,5,0,0,Charliecs28,0
uvzDB3Z2bTE,2025-01-03T11:01:10Z,Ranked Shatterline gameplay as Pill,3,0,0,Wiesty 78,0
wNQE5n-Awhs,2024-12-30T23:30:16Z,PLAYING THE BASICS #shorts #shatterline #shatterlinefps #gaming #game #exitlag,415,5,0,s0mbraq,0
KBywh84N5gM,2024-12-30T05:27:06Z,Girls learn FPS with Valoranman | Shatterline,1,0,0,VincentVanHo ,0
DfRfEN2qdUg,2025-01-01T08:26:39Z,Last Day of Shatterline Expedition Week 3 - Securing Top 50,10,1,1,Dinolind,0
2GvYjc9BKCQ,2025-01-03T04:00:01Z,⚡️ Reações no chat: 😂😂😂 #stream #gaming #games #shatterline,350,18,1,s0mbraq,0
9QdoppPpGaQ,2024-12-29T21:29:04Z,Clutch Épico en Shatterline: Jugada Perfecta que Dejó a Todos Sin Palabras 🎯🔥 | #soyscott de #Twitch,4,0,0,Scott,0
