,Video ID,Published Date,Title,View Count,Like Count,Comment Count,Channel Title,Subscriber Count
0,ZT6kW3b0bUc,2024-04-08T05:54:22Z,We're The Guardians of the Galaxy | The Chain - Fleetwood Mac,22,9,1,RXJ,1110
1,PZdbF-Jy-3k,2024-04-12T11:45:54Z,Guardians Of The Galaxy Edit | Presets in Bio | The Chain (Slowed),6495,602,27,NefariousEditz,7710
2,nwkMkC6yKRA,2024-04-01T21:30:03Z,"FLEETWOOD MAC's ""The Chain"" in ""Guardians of the Galaxy Vol 2"" (2017) #rockmusic #gotg #mcu #movies",7,5,0,Orpheus Spiliotopoulos,477
3,aIDApj93qWM,2024-04-06T12:23:44Z,“Your Guardians of the Galaxy” | The Chain | #marvel #guardiansofthegalaxy #avengers #starlord,21,1,0,Screen edits ,111
4,8BHBWfisxD0,2024-03-14T17:32:59Z,Fleetwood Mac | Rumours - The Chain (Guardians of the Galaxy Vol. 2 Soundtrack),20,2,0,Mr.X,18
5,eO5TF8Hno_o,2024-04-01T09:37:44Z,"""The Chain"" Episode 158: Rise of the Guardians",247,18,0,Chris Siddall Music,1670
